start_latitude,start_longitude,end_latitude,end_longitude,walking_time_seconds,distance,public_transport_travel_time,public_transport_distance
44.43566048549126,26.04792906046093,44.435311550666796,26.04787894931829,48,56,48,0
44.435910934466676,26.047707422139258,44.43586315322321,26.04762879980041,4,5,4,0
44.43590299741567,26.047970381533645,44.43588333168024,26.047548552317792,1,1,1,0
44.43574250339797,26.048224545277872,44.43532767584548,26.047648247012695,66,79,66,0
44.4351839221994,26.04826973143878,44.43544807052353,26.04744226631862,78,93,78,0
44.4353907034635,26.047307891037114,44.435811038369884,26.048227283759985,134,170,134,0
44.43513629769784,26.047990697595484,44.43588230921757,26.04776833241326,84,104,84,0
44.43588814290972,26.047473370469532,44.435104674815555,26.04805633421198,84,101,84,0
44.43565059090152,26.047298330519794,44.43585546429113,26.047534097767826,112,137,112,0
44.43550060708943,26.047405427891587,44.4351510050331,26.04773185889547,39,49,39,0
44.435841777143466,26.047864207496787,44.43550621595858,26.047720723991816,27,34,27,0
44.435287896912335,26.04770338465799,44.43568963759142,26.04800102678067,38,47,38,0
44.43512120659807,26.048027256794203,44.43497179563096,26.047566987981043,83,102,83,0
44.4354049332408,26.04776304085139,44.43518886102441,26.048035881973288,46,55,46,0
44.43526083139755,26.047872538368885,44.43582756702769,26.04762129761007,59,73,59,0
44.43586339816614,26.048043335918514,44.43594835546294,26.047911137046334,7,10,7,0
44.4352452714273,26.047951793761474,44.435304884462894,26.048102371320343,11,14,11,0
44.435489516110344,26.047592652136775,44.435501042172184,26.048112626961327,34,41,34,0
44.43518383411667,26.047620018132026,44.43582263448877,26.047884875760573,69,85,69,0
44.435275464633385,26.0477197906171,44.43516842036195,26.047359670657336,35,45,35,0
44.435081309084346,26.048085110735986,44.435675703676644,26.047921236969476,78,94,78,0
44.43582705951004,26.047965422916107,44.43547088194825,26.047575768876854,53,64,53,0
44.435089069387814,26.04755541952035,44.4350522261091,26.0480591853748,47,58,47,0
44.43570930902265,26.048000346837938,44.435890330433075,26.047979905023322,9,12,9,0
44.435501950792435,26.047689433649104,44.43511780884143,26.04805141962055,56,67,56,0
44.435847388735425,26.048195209834407,44.43540006861809,26.0474402172616,128,155,128,0
44.43513698676901,26.0477103280962,44.435652173652414,26.04795848434205,47,57,47,0
44.435024322123795,26.04739475614086,44.43572015047976,26.047331302417142,88,111,88,0
44.435113358467945,26.0476910773035,44.435607510776435,26.047737284058776,44,53,44,0
44.435253478488605,26.04790374913064,44.43582791463202,26.04744804882366,61,76,61,0
44.43562224049397,26.048245628513897,44.43546972751141,26.04780026880009,62,73,62,0
44.435262499444974,26.047518151224907,44.435844232105296,26.04815322332359,65,82,65,0
44.435524082266916,26.047973373090528,44.435832134364865,26.047391859393485,26,33,26,0
44.43582501483823,26.047849816304442,44.435852959649466,26.04732936860977,130,160,130,0
44.43539788734042,26.047370897441468,44.43583231327587,26.047313719827645,62,77,62,0
44.43505099075596,26.047651222709163,44.43573007287523,26.04751320317686,56,68,56,0
44.435745825370645,26.0467676004983,44.43783053350316,26.045365535559583,307,371,307,0
44.43834861370711,26.045960515304785,44.43662994383304,26.045263996875164,272,292,272,0
44.43669194587516,26.047431261821735,44.435130480971154,26.048216246945298,542,629,542,0
44.437361694138986,26.050566277043842,44.4330684334303,26.045679060040943,899,1023,899,0
44.43447545360368,26.048570309595885,44.43429204663513,26.04585430632384,286,344,286,0
44.436321383790826,26.050701983900254,44.43489148442866,26.05030840061525,1181,1409,1181,0
44.43452404662804,26.045675255718134,44.434835101713055,26.045079123155674,62,78,62,0
44.43418945844781,26.04542748422955,44.43311430883285,26.046575317879658,130,160,130,0
44.43512931330787,26.045998955353216,44.434236137714834,26.04914345129657,495,574,495,0
44.437209875656414,26.045946877961445,44.43844184009979,26.048127004842105,208,268,208,0
44.43450540015465,26.04497542195717,44.43739774762956,26.04717360494065,468,548,468,0
44.43534418267281,26.050244440150944,44.435552972370466,26.045703191207238,461,552,461,0
44.43576647590937,26.04999289650575,44.43452548790293,26.048114114579093,324,401,324,0
44.43641523512813,26.049005923476845,44.43473392107008,26.047120388336687,280,310,280,0
44.437190642469304,26.048132550232605,44.43785874318435,26.046400566805776,467,571,467,0
44.43779404133057,26.044894111957333,44.43453536108188,26.046396968649102,391,452,391,0
44.43617845777523,26.050596673361188,44.43448770109538,26.045372789878545,455,565,455,0
44.434405960481335,26.047265593818018,44.43607015499651,26.048135270767297,444,512,444,0
44.43788827248477,26.049241187661067,44.43517887889192,26.046378215664493,436,491,436,0
44.43527481157335,26.0458535724778,44.43656505584728,26.047713339259996,402,497,402,0
44.43418910502896,26.04567581893294,44.43354086781045,26.05026208085872,377,450,377,0
44.43523730308929,26.048263110725603,44.438271942817735,26.045162975811337,571,704,571,0
44.43499406899097,26.04719760866299,44.43285455200751,26.047232267290276,463,544,463,0
44.43463512550527,26.050331815874777,44.433244874409624,26.04985769880108,231,262,231,0
44.4331129754878,26.049555154052367,44.434191477040855,26.046400270682412,638,752,638,0
44.43324451591608,26.04978286417702,44.436437423911975,26.04997121273473,529,632,529,0
44.434635801965776,26.047925040409194,44.43311472984676,26.049493418474267,639,756,639,0
44.43473190323595,26.04773543463102,44.435325124803214,26.05028241044824,1173,1393,1147,1017
44.436002087424626,26.04989504843819,44.43626300653055,26.04811359341152,521,611,521,0
44.43612582859722,26.049736237831763,44.43381998604065,26.047080969535877,623,717,623,0
44.43273517154692,26.045464720462267,44.4342615947628,26.048007328170197,305,374,305,0
44.43419591118552,26.047927051656465,44.43700288637732,26.050088439364114,688,760,688,0
44.43779959683019,26.044776819468247,44.432943513291995,26.04512245276568,605,683,605,0
44.436859967181704,26.04532749560035,44.43561910071901,26.049240181608106,761,871,761,0
44.43430402801061,26.05018475046985,44.43485938150392,26.050487110603864,580,683,580,0
44.43644969002108,26.05006082001455,44.43457939067741,26.045230183271695,448,529,448,0
44.43804482441689,26.046177200407172,44.43742009131999,26.048407864550217,194,241,194,0
44.43821227695621,26.04718715943246,44.43511000642739,26.049696554915315,1300,1526,1300,0
44.4333894596762,26.04801110591034,44.438248502524424,26.0462275427748,818,987,818,0
44.43739619959673,26.048883702782728,44.43350879777727,26.04956016215042,935,1072,935,0
44.438394698945984,26.049091167862066,44.43549232960134,26.050408408377002,1092,1276,1092,0
44.43611749649591,26.049919614429776,44.43414059723976,26.047207241311515,598,694,598,0
44.43544826205981,26.046358616155675,44.43730844822133,26.045717951857974,284,374,284,0
44.43421112475018,26.048382317389777,44.437716313003826,26.045495161748097,629,740,629,0
44.43819813157839,26.048294199533277,44.43725800637715,26.045681830041353,273,305,273,0
44.43519405482137,26.049478791334316,44.43504757344506,26.04524142090718,420,506,420,0
44.434160455217324,26.05020288818759,44.435800803729016,26.049244993253392,816,974,816,0
44.43662104339517,26.045162469710807,44.432632369967926,26.046244697447026,461,522,461,0
44.4327669497571,26.05073743301198,44.435668981553796,26.047324212496264,570,674,570,0
44.437110045792345,26.048648100882204,44.43455261186972,26.047034333650977,359,403,359,0
44.435686189173225,26.04959376331414,44.4331265372767,26.048309329810213,746,899,746,0
44.436928063995126,26.04766645961539,44.43638884708077,26.04951867106326,624,736,624,0
44.434445602804765,26.050246388239916,44.43759086476505,26.04666358509489,617,740,617,0
44.43260491883494,26.04730562288121,44.434888093037095,26.049418380180015,1128,1352,1058,472
44.433733895589185,26.0490390928945,44.433445186286974,26.049487042687723,66,83,66,0
44.43263555632516,26.04566272775734,44.43251507058967,26.049927567130286,640,776,640,0
44.43820811596146,26.048039382749533,44.43417617004882,26.045630343367733,661,732,661,0
44.43337773641199,26.0496730434595,44.438100774002784,26.049461402398684,675,742,675,0
44.433219109369425,26.04491385308318,44.43329903349653,26.049438907425273,487,588,487,0
44.43454591019249,26.046344637731835,44.434178518839275,26.048275168192983,338,385,338,0
44.432601364230294,26.045054430622915,44.43347750654171,26.04922080073245,509,613,509,0
44.43513973477687,26.050638529956547,44.435096675800295,26.048754351466084,267,311,267,0
44.43779297596831,26.04576401054824,44.43783607964652,26.046031080690792,14,19,14,0
44.43381421154555,26.045288989615933,44.43250865657481,26.047866925133015,603,730,603,0
44.43469554036669,26.045214719931305,44.43299055417887,26.0474903798448,305,344,305,0
44.43676026763985,26.04782230640977,44.43455831096551,26.050449908003685,1379,1642,1357,1017
44.436782034636614,26.050589391541354,44.433217431683225,26.04881370400044,875,1015,875,0
44.436397778473584,26.048419262733145,44.437674583826215,26.047572326002246,508,628,508,0
44.43706220076719,26.045732513000864,44.43500856814599,26.048598230503327,378,447,378,0
44.434147607671136,26.048229890404052,44.43635437483506,26.047834333380347,406,471,406,0
44.43505482439074,26.049834321582665,44.43362153871202,26.04665280216984,509,606,509,0
44.43579450541491,26.048951671734866,44.433085236919304,26.04602413212591,556,661,556,0
44.43840694092196,26.049355462809835,44.43697024887126,26.0484683396207,167,198,167,0
44.436337715278604,26.045435218489953,44.43846129793982,26.04731552573231,260,322,260,0
44.43797425736561,26.048897020630868,44.43282903472104,26.04519074551887,851,958,851,0
44.43568102930669,26.04733329389774,44.43390660755047,26.046604953153597,397,455,397,0
44.43530978134372,26.049753185697163,44.434182206368064,26.046304190187463,477,566,477,0
44.43570697671827,26.050563244146144,44.43748141759675,26.049545339525434,572,626,572,0
44.43266195421571,26.04804616143073,44.43569915290822,26.050394992387204,980,1176,980,0
44.43252115366907,26.05048500035887,44.43705327639914,26.050515113220513,865,978,865,0
44.43443411578172,26.049834487826,44.43361479658057,26.050565803167476,82,89,82,0
44.43253682523299,26.04949266512725,44.43738884851637,26.047377568824803,891,1067,891,0
44.43532174250723,26.04792717737361,44.43411027183853,26.04702553721976,401,475,401,0
44.43435100722654,26.04709972393771,44.432476039761056,26.045176307330376,749,884,749,0
44.434770839342846,26.047804345517058,44.436059831347464,26.048425210893043,186,227,186,0
44.43711263807767,26.047906020586552,44.436250047729516,26.04479616275901,640,740,640,0
44.43319748327811,26.05077111612422,44.437717438916714,26.049681433979636,722,801,722,0
44.43644588109709,26.04859903659017,44.43663456845561,26.04759277045905,623,764,623,0
44.43541036482042,26.045710662454795,44.43630231440996,26.050718793973793,336,424,336,0
44.437376455368124,26.046493699558727,44.43322577944874,26.04754007196773,628,705,628,0
44.437965072338315,26.04740932468261,44.43670715675635,26.0490359030375,465,551,465,0
44.43495127691217,26.050361014453525,44.436692385076675,26.04530925374406,534,644,534,0
44.437653813369465,26.048761991085723,44.43799446246295,26.04566292081655,282,340,282,0
44.43652854357114,26.049788725608654,44.438064996678726,26.048589226509044,475,599,475,0
44.433363922283704,26.04917918636221,44.43553863786083,26.045123005673236,561,669,561,0
44.43475820709073,26.04514288474229,44.43704288037983,26.048776146915927,421,498,421,0
44.43474021945906,26.048632679215626,44.433187480904465,26.04992038716597,672,808,672,0
44.43748993040679,26.04557117568707,44.43391171465986,26.048394759339676,629,712,629,0
44.43733862097767,26.046141624346703,44.43332672063201,26.050648632883323,813,934,813,0
44.43700066799358,26.0494189774734,44.43763027463956,26.045078395326954,533,633,533,0
44.444049049160455,26.05435696236902,44.42764990634125,26.051839547378506,1865,2162,1220,2335
44.426580182297634,26.048669071037665,44.4352699837438,26.04397450161134,1753,2099,1557,1518
44.43478460210202,26.054396124630127,44.4378374048127,26.053331190938266,433,508,433,0
44.441586764668095,26.04334377571583,44.43211181192294,26.04616014631247,1584,1867,1584,0
44.44086202878341,26.038472069151716,44.426269180030125,26.048771652279306,2470,2941,2085,2740
44.441680668423885,26.04520651657309,44.42880089081747,26.05637045307944,2550,3011,1573,2727
44.426040320656554,26.051524241627234,44.4440696552032,26.038434077350345,2966,3629,2966,0
44.43371009603713,26.042835419509988,44.436012938666046,26.038634685873596,745,892,745,0
44.43317051779219,26.044661851572187,44.43952962814435,26.05613300672489,1342,1655,1273,472
44.44241468906335,26.046475494653038,44.43523732915048,26.05312059539701,1902,2268,1902,0
44.43129498103265,26.041846375968134,44.428927593670366,26.047966581693817,830,1011,830,0
44.42669150157487,26.039848971988878,44.428864583385106,26.051646322204043,875,1046,533,587
44.4454400830146,26.053328032043883,44.43796009414004,26.046462390253783,990,1186,990,0
44.44259476736888,26.053798167781352,44.431035678297285,26.057225831604523,1410,1641,1410,0
44.4341473240406,26.039500753537986,44.430075558851094,26.05568716802721,1477,1790,1039,1017
44.431408078750984,26.045871896757458,44.440741643306005,26.052109170020774,1452,1791,1452,0
44.4272475516872,26.039267596075337,44.44097226233473,26.047433095264168,2431,2968,2128,554
44.436431403667086,26.048322007434596,44.43245500665506,26.05144415927615,1130,1325,1130,0
44.43915274270458,26.05585680788675,44.429760241351346,26.054765334109923,1043,1194,1128,1536
44.44073037069996,26.045732262237937,44.44131589733206,26.054015461461717,2699,3254,2529,1562
44.43081911570789,26.03800628449677,44.44126372421412,26.04637236009925,1901,2343,1599,554
44.42727363645052,26.053231082234046,44.43345166851252,26.050004195108723,928,1111,862,624
44.43050780473543,26.055485100661354,44.44231505583328,26.04235849101082,2418,2950,1870,891
44.42807670822702,26.04410181731594,44.43713740297782,26.04211193685093,2009,2419,1754,891
44.442828276786365,26.05574347844117,44.43878058551804,26.053606984325217,710,867,710,0
44.43795476681464,26.046158515371932,44.43766109717042,26.04605938614275,24,27,24,0
44.43680808445144,26.041979020930444,44.437085052225385,26.05530083442076,1364,1595,1142,1017
44.43099669683071,26.044063061749743,44.432075622319104,26.047542682815962,1414,1725,1414,0
44.44401226170359,26.054428985444154,44.42887606569043,26.04448092935459,2324,2723,1713,2758
44.42756003771983,26.045508779327683,44.44276363868041,26.040164486888276,2588,3119,2588,0
44.437984166821266,26.050299595892636,44.4441686333645,26.042889009606945,1539,1898,1539,0
44.43909654299594,26.041037932841398,44.444506737149084,26.042788334673293,848,1043,848,0
44.430547865183684,26.03927199940332,44.42679527123978,26.045228872498807,697,850,697,0
44.43209301742059,26.055308864475677,44.44113722746295,26.053079771737757,1041,1251,1029,976
44.43528154022706,26.04227072990494,44.43376355189337,26.052819185559887,857,1013,749,554
44.43688743201964,26.038001510920065,44.4428845178767,26.05241548681935,2037,2491,1707,516
44.44253723091264,26.044796712867896,44.4281214271415,26.05466727625879,2500,2936,1506,2727
44.42605810812937,26.05445550221923,44.43120566086851,26.045400450331172,1076,1299,1076,0
44.432336324283774,26.040015413822108,44.42675085538947,26.052833253180253,1743,2107,1477,1191
44.42589552972891,26.047027039484366,44.44513310509613,26.039155244672692,2881,3481,2276,6689
44.43033050129573,26.05556735778872,44.4320004346001,26.05505179029284,290,356,290,0
44.434138018333655,26.04125739650358,44.43007092775484,26.056930989561963,1448,1755,1021,1224
44.44170757809736,26.04950630445013,44.42895235947789,26.056400432082373,1837,2135,1568,1536
44.43495681879992,26.045091053653536,44.43780158633714,26.03857213766046,688,833,688,0
44.428001993359146,26.046294995448573,44.42558176564113,26.043877403152397,401,484,401,0
44.43046225126558,26.047161772459486,44.43143846720621,26.051217259140703,1027,1246,1027,0
44.43754573961343,26.047043167007644,44.431509937842876,26.046489782380945,1159,1361,1159,0
44.43435071959594,26.04295381939942,44.428208500654414,26.0571559604102,1527,1816,1081,1017
44.430145717318005,26.057635036108053,44.43114297130808,26.05145598844919,995,1208,995,0
44.4325443181579,26.05279501674807,44.44073078241148,26.04810210093551,1214,1450,1214,0
44.43354340967896,26.05043446514802,44.43480795024053,26.043575155410288,651,775,651,0
44.42631085238984,26.045632142496654,44.43372555998733,26.056349512143086,1451,1718,928,1518
44.42699665574222,26.044844780317646,44.4421851960315,26.05161466109065,2587,3097,1768,2485
44.442978463826556,26.043209851612307,44.44485654095412,26.05389695414345,976,1173,647,516
44.43445513459123,26.05624577874471,44.42817295152061,26.042270554080634,1457,1744,1083,1097
44.44462974303395,26.041305803431566,44.4317881406302,26.046624813882776,2231,2664,2102,2353
44.43094342799448,26.04975277731847,44.43094316388086,26.04292735923181,1336,1618,1127,1097
44.427235150450876,26.041934276651883,44.42670686188184,26.04483667177914,256,310,256,0
44.42671756553752,26.045029093575113,44.43490318976667,26.04526896330163,1870,2240,1523,1518
44.43662667709561,26.038268760342305,44.44356421972769,26.051627679423316,2099,2564,1816,516
44.43242496166098,26.039761004322493,44.42999647127017,26.053125846611945,1566,1895,1177,1017
44.44051970185383,26.05738343211588,44.43113749533431,26.04135523584617,2409,2836,1733,2633
44.443027497275345,26.038166644036846,44.44007256995821,26.038076861065115,817,1009,817,0
44.435506518762914,26.04196009164308,44.428492789677435,26.049791620318263,1596,1943,1568,1017
44.44043151408704,26.05622074970098,44.43687985042106,26.04399611525505,1541,1832,1275,891
44.42778612924686,26.04334507476487,44.43966840119182,26.053030960034146,1960,2312,1584,1518
44.427972065585415,26.051731428083855,44.440710216520515,26.042313805533,2393,2917,1961,891
44.44503792524865,26.054998602341428,44.43886170678417,26.044058337204365,2544,3065,1952,2430
44.428135489455904,26.037790891052566,44.43371804657761,26.03784776913087,1024,1225,1024,0
44.44172661879232,26.051227438888137,44.44391539952401,26.04815496220285,924,1118,924,0
44.43915473500317,26.048554848850788,44.444604151100386,26.056190217412414,925,1126,925,0
44.4450871121138,26.03995559085871,44.42927315492172,26.044410716399007,2993,3536,2993,0
44.427238870187985,26.04072750257906,44.43323368183675,26.05474529731648,1764,2097,1231,1990
44.43689362732744,26.050666940842405,44.43472928826313,26.057230982764352,977,1150,977,0
44.435864793397684,26.054394734240834,44.433682586081574,26.038183706035518,1691,2003,917,1527
44.4436618978232,26.042760186516695,44.43661467412428,26.0524900649186,1655,2002,1298,516
44.43526091803392,26.053530751807894,44.44000972785849,26.04479822383021,1990,2467,1501,891
44.425903373132655,26.05774815996988,44.42815957557749,26.045717987019433,1033,1224,798,902
44.44358943497552,26.0419709846548,44.44176534902979,26.050273536639214,1441,1775,1111,516
44.4401747064617,26.046717272723498,44.43238764302418,26.04469168838371,1198,1401,1198,0
44.44015723826137,26.044972365789533,44.42969166101016,26.05436882249946,2473,2949,2173,1562
44.43725782720254,26.04443870210797,44.44459338663975,26.044510622794256,1897,2333,1666,732
44.42728749039502,26.04087438825297,44.428169173477436,26.05688206750677,1185,1393,687,1088
44.43585989751865,26.043424213312985,44.44063817754195,26.04960168985561,1068,1284,1068,0
44.4382422637588,26.04265340418861,44.42550314686765,26.045549870268218,2441,2858,1989,1655
44.442349363674964,26.055245360958118,44.43161167843068,26.04851774129787,1538,1791,1144,1162
44.436950073910594,26.04376274339338,44.43875791627366,26.052194612226184,1202,1398,1202,0
44.426478982535386,26.05342457311935,44.44142696279735,26.047556746027272,2666,3211,1956,1591
44.42651940765644,26.044153223229706,44.442755951388925,26.039881390626388,2627,3174,2627,0
44.44262104757618,26.04637942024915,44.43363731925823,26.040281809656282,1520,1785,1520,0
44.438821520460934,26.05719765481918,44.43200057866204,26.052917674353477,846,957,785,1162
44.44503080023509,26.052941575887605,44.44240632169242,26.047275768126784,831,1004,583,408
44.42813541702439,26.041466643540403,44.42957298359168,26.048193012565893,523,637,442,587
44.438833215382395,26.03875547671512,44.43980589466593,26.056109068869187,1910,2332,1750,1562
44.42761670154198,26.053975099833345,44.43057648038896,26.052752752439876,397,446,397,0
44.44529430665217,26.042625150787003,44.43298695028868,26.042435185703987,1863,2196,1788,1272
44.42738678856549,26.039928074044706,44.442352668490976,26.04685314248061,2320,2795,2445,5446
44.44035755375417,26.057541940410943,44.434321403043434,26.042975312932192,1506,1787,1257,891
44.43303518636808,26.04163426593111,44.44490866993508,26.054520618128365,1808,2205,2093,3869
44.44337715517862,26.043961237441742,44.43279802641662,26.0472197960334,1851,2194,1851,0
44.45217698233646,26.051000714842868,44.453109568094945,26.04374034141842,618,740,618,0
44.444886546363456,26.030506063475443,44.4215873241834,26.036653823828168,2691,3160,2691,0
44.42464745515283,26.03173283956243,44.44211686253945,26.04752239313004,2424,2898,2424,0
44.437287339223715,26.062026016408588,44.41573547953723,26.04325683638758,3665,4304,2311,4232
44.44234965382415,26.054740130136356,44.43276041176717,26.061867096952067,1455,1708,1455,0
44.418468682326555,26.02825422712564,44.41907669595284,26.06462549857776,2887,3470,1195,3556
44.43554613152327,26.044109780019426,44.4158749044703,26.057077041666155,2877,3397,1841,3114
44.446639476437845,26.050711301980655,44.423106132413544,26.05507121307356,2980,3504,2246,4160
44.45153069543348,26.03162483135498,44.44379898268903,26.066899276856077,3692,4499,2841,4922
44.420096374075605,26.063647865987495,44.43222574293665,26.056572182608562,1549,1800,1192,2242
44.43858907026981,26.048394472611232,44.421730446348775,26.052297488360402,2254,2611,1738,1178
44.437898408813965,26.02912030442241,44.45087153530776,26.047278135703408,2225,2709,962,2688
44.44080152422831,26.062482223942254,44.42060085426381,26.059495631030064,2357,2691,1358,1550
44.445436818657555,26.051348132968695,44.417920168377805,26.052293734644753,3764,4413,2549,3342
44.44406255713914,26.050108951442624,44.44776285546442,26.058825264940044,1130,1349,1064,678
44.43804082927256,26.04565602473438,44.43810330153211,26.037388412333257,1310,1560,1310,0
44.4177608833669,26.064899700764986,44.44969368013905,26.04369563102763,4305,5070,2764,6561
44.44431596229504,26.056297143094348,44.42746886934473,26.02917033565258,3130,3717,1819,4097
44.44117527420596,26.04139614332051,44.42389516178939,26.064752076954,3398,4011,2704,4674
44.43555398043457,26.03919233792734,44.41689023445378,26.066346980017602,3451,4049,2317,3633
44.446946913333235,26.04148584470111,44.44523969786513,26.058796504611887,1219,1489,982,516
44.42839945863259,26.049188309161522,44.422535805325396,26.047153971037503,652,757,652,0
44.44237967356886,26.028091627631188,44.42572016129599,26.052511832333792,3183,3800,2983,10237
44.42263506931577,26.047954790476957,44.43625001412426,26.03357041396742,2281,2675,1567,3045
44.42112828209085,26.052529477270358,44.44810910851388,26.044573718034847,3327,3964,2132,3567
44.430236341412154,26.031412636439242,44.45036838374171,26.06575067885195,3629,4340,1988,4516
44.45267284782462,26.058200536498372,44.420736334341946,26.046936203558165,4174,4904,2281,3402
44.43987615075947,26.034058383595962,44.44050335017446,26.050287741647143,1940,2345,1839,943
44.43626514964942,26.043912652209844,44.43610617126608,26.034325859707632,791,915,707,638
44.44480272935679,26.062200203129816,44.416621230960935,26.051956292641325,3235,3738,2075,2758
44.427370477341626,26.046067517115784,44.455293802361034,26.03878877768358,3698,4483,3265,8341
44.42458318619599,26.06397729857712,44.45488145524396,26.04765114729157,3728,4417,3728,0
44.436681124179024,26.065040586679526,44.451436289612936,26.03572493488577,3128,3741,1736,2544
44.44801463182227,26.031863393053648,44.41608514338435,26.05063752242118,4015,4814,4015,0
44.42853138157237,26.061218292223586,44.450203510603394,26.060024208002478,2432,2831,1602,4695
44.44056751940447,26.064209329572467,44.42302514872734,26.032635788416187,3836,4524,1547,3785
